Date,Open,High,Low,Close,Adj Close,Volume
2017-11-10,848.554932,1350.698364,850.770142,1314.998047,1314.998047,6781647513
2017-11-11,1307.453369,1832.215210,1188.776855,1749.706299,1749.706299,6709006469
2017-11-12,1758.216919,3234.107666,1586.711914,1816.453003,1816.453003,10948626482
2017-11-13,1807.245605,1970.026245,1361.441040,1778.290039,1778.290039,6370593958
2017-11-14,1768.754883,1821.553955,1587.875244,1669.327637,1669.327637,2225599706
2017-11-15,1664.425293,1749.162598,1571.082031,1597.364990,1597.364990,1741475584
2017-11-16,1583.886719,1594.047119,1155.206909,1187.262451,1187.262451,2681811056
2017-11-17,1198.310303,1608.216675,1141.018188,1567.058838,1567.058838,4234540500
2017-11-18,1582.855347,1834.910767,1582.855347,1658.334473,1658.334473,4036708505
2017-11-19,1666.820801,1668.658203,1512.333008,1551.973022,1551.973022,1702741017
2017-11-20,1552.476196,1636.449097,1544.429810,1636.449097,1636.449097,1059251942
2017-11-21,1616.284912,1620.317749,1513.705688,1551.911865,1551.911865,1019065148
2017-11-22,1549.393555,1760.846680,1546.258423,1712.178223,1712.178223,1993720399
2017-11-23,1710.759277,2208.565186,1707.764038,2208.565186,2208.565186,5393612424
2017-11-24,2166.657959,2340.286133,2070.643799,2165.672607,2165.672607,4110562270
2017-11-25,2146.610596,2176.234863,2017.564453,2064.201172,2064.201172,2049448156
2017-11-26,2064.358887,2310.312744,2053.796631,2280.762207,2280.762207,2093363974
2017-11-27,2264.034180,2292.330078,2108.024170,2133.837402,2133.837402,1829905271
2017-11-28,2131.996338,2140.672607,2028.766724,2033.109863,2033.109863,1676370809
2017-11-29,2027.126953,2214.731934,1760.459961,1797.131836,1797.131836,3099722506
2017-11-30,1824.425049,1935.877197,1615.038940,1837.847168,1837.847168,1602393610
2017-12-01,1827.307617,1946.796265,1720.640381,1922.302612,1922.302612,1268433403
2017-12-02,1921.487793,1974.464478,1860.283813,1885.898193,1885.898193,755040105
2017-12-03,1886.397705,2173.563477,1866.999634,2056.056396,2056.056396,1946408288
2017-12-04,2056.359619,2084.027832,1969.491455,2074.076172,2074.076172,1026744685
2017-12-05,2078.337646,2125.667969,1970.534058,1975.338623,1975.338623,1358411153
2017-12-06,1970.919312,2019.327148,1846.284058,1890.166504,1890.166504,1526064013
2017-12-07,1890.972778,1928.582764,1762.649780,1772.210449,1772.210449,1711331537
2017-12-08,1769.853516,2305.045898,1663.684937,1951.132690,1951.132690,3403491343
2017-12-09,1951.799072,2034.115112,1804.237793,1879.077881,1879.077881,1412060213
2017-12-10,1881.449829,1881.449829,1634.075073,1762.683105,1762.683105,1180237165
2017-12-11,1758.593140,1930.265625,1753.929077,1890.781128,1890.781128,1225812965
2017-12-12,1896.094604,2167.910645,1895.842773,2137.697021,2137.697021,1834877543
2017-12-13,2140.291260,2237.521484,1978.000732,2107.288086,2107.288086,1632179861
2017-12-14,2098.138672,2714.876465,2087.734375,2565.422852,2565.422852,3545681169
2017-12-15,2576.539795,2576.539795,2186.397461,2374.973877,2374.973877,1906370947
2017-12-16,2387.297119,2472.605957,2314.887451,2357.247559,2357.247559,1270610905
2017-12-17,2370.918213,2537.846680,2363.487793,2436.729980,2436.729980,1334977130
