Date,Open,High,Low,Close,Adj Close,Volume
2017-11-11,1270.179688,1779.981323,1154.886597,1699.824585,1699.824585,6517742154
2017-11-12,1708.092651,3141.907959,1541.476929,1762.602173,1762.602173,10624041968
2017-11-13,1753.667725,1910.826660,1322.941162,1724.577026,1724.577026,6178171315
2017-11-14,1715.329956,1769.598267,1543.432007,1621.585815,1621.585815,2161948823
2017-11-15,1616.823608,1688.892456,1521.443237,1547.871094,1547.871094,1687516485
2017-11-16,1534.810547,1543.087891,1117.715698,1149.210083,1149.210083,2595857563
2017-11-17,1159.903809,1549.288696,1099.931641,1512.553955,1512.553955,4087256194
2017-11-18,1527.801025,1771.089478,1527.801025,1600.654907,1600.654907,3896305123
2017-11-19,1608.846069,1610.619507,1459.731567,1499.403687,1499.403687,1645064683
2017-11-20,1499.889771,1583.576050,1492.600952,1583.576050,1583.576050,1025027893
2017-11-21,1564.063354,1568.258545,1461.353149,1503.226074,1503.226074,987095525
2017-11-22,1500.786743,1701.642578,1495.781738,1655.594727,1655.594727,1927832645
2017-11-23,1654.222778,2139.785889,1651.196411,2139.785889,2139.785889,5225644114
2017-11-24,2099.183594,2267.224854,2005.469727,2095.091309,2095.091309,3976595264
2017-11-25,2076.650635,2105.309570,1951.810059,1996.927124,1996.927124,1982654755
2017-11-26,1997.079590,2235.017334,1986.861450,2206.718262,2206.718262,2025403750
2017-11-27,2190.533203,2216.332764,2040.928711,2070.074707,2070.074707,1775224627
2017-11-28,2068.288818,2078.075928,1974.062134,1980.811279,1980.811279,1633248768
2017-11-29,1974.982178,2149.598633,1712.865601,1748.994873,1748.994873,3016695137
2017-11-30,1775.557007,1888.518799,1573.453735,1791.704468,1791.704468,1562162378
2017-12-01,1781.429565,1885.524170,1673.952026,1854.239502,1854.239502,1223521892
2017-12-02,1853.453491,1904.554443,1794.416626,1819.124146,1819.124146,728306347
2017-12-03,1819.605835,2094.281250,1800.894531,1983.763062,1983.763062,1877970217
2017-12-04,1984.055542,2009.741943,1899.657349,1999.061523,1999.061523,989609702
2017-12-05,2003.168823,2055.083008,1901.261597,1906.598511,1906.598511,1311139600
2017-12-06,1902.333008,1942.241821,1785.549072,1828.525879,1828.525879,1476297173
2017-12-07,1829.305786,1862.345337,1701.415894,1711.043701,1711.043701,1652265955
2017-12-08,1708.768188,2225.611816,1604.713257,1880.089355,1880.089355,3279565595
2017-12-09,1880.731445,1960.050293,1738.542969,1810.658081,1810.658081,1360645180
2017-12-10,1812.943726,1812.943726,1574.576172,1701.467896,1701.467896,1139249417
2017-12-11,1697.520020,1868.170654,1693.732422,1829.328003,1829.328003,1185972278
2017-12-12,1834.468750,2107.660156,1834.611572,2078.220703,2078.220703,1783826479
2017-12-13,2080.742676,2188.091553,1925.452026,2060.364258,2060.364258,1595835525
2017-12-14,2051.418701,2666.461426,2041.621704,2515.479492,2515.479492,3476654415
2017-12-15,2526.380127,2524.997803,2140.030029,2334.280029,2334.280029,1873706272
2017-12-16,2346.392090,2430.239258,2275.223145,2316.857422,2316.857422,1248839648
2017-12-17,2330.293945,2494.362061,2322.990723,2398.271729,2398.271729,1313907587
2017-12-18,2406.420898,3024.897949,2313.128662,2825.977295,2825.977295,3265973369
2017-12-19,2829.090820,3758.122314,2779.159180,3612.583252,3612.583252,5038425126
2017-12-20,3637.226074,5594.793945,3636.661133,5030.160645,5030.160645,15244845776
2017-12-21,5012.119629,5012.510742,3866.779053,4160.414063,4160.414063,4666157802
2017-12-22,4232.781738,4292.469727,2476.836426,3430.729004,3430.729004,4933298974
2017-12-23,3494.669678,4426.887207,3415.628174,4143.657227,4143.657227,3617259084
2017-12-24,4148.071777,4148.071777,3273.930176,3693.059082,3693.059082,2178038736
2017-12-25,3726.426270,3942.716797,3506.501221,3757.183838,3757.183838,1723577504
2017-12-26,3748.346191,3948.072510,3708.314453,3944.248535,3944.248535,1959418280
2017-12-27,3943.525635,3943.214844,3503.992676,3655.242920,3655.242920,1779159311
2017-12-28,3654.129395,3663.557617,3122.468018,3224.982910,3224.982910,4047563410
2017-12-29,3250.942627,3663.825195,2993.228271,3496.343018,3496.343018,3118366413
2017-12-30,3510.932617,3510.932617,2929.774414,3008.933838,3008.933838,1581884752
2017-12-31,2989.502441,3305.172607,2955.632813,3185.766602,3185.766602,1636041274
2018-01-01,3188.043213,3188.600586,3005.777344,3054.053955,3054.053955,1158591711
2018-01-02,3056.514648,3585.358398,3056.514648,3390.647705,3390.647705,2290319301
2018-01-03,3377.577881,3701.045898,3250.811035,3272.079834,3272.079834,5881212253
2018-01-04,3272.305908,3274.756836,2954.079590,3035.294678,3035.294678,6716197780
2018-01-05,2998.524170,3277.296143,2959.681641,3206.047363,3206.047363,2624538195
2018-01-06,3205.092285,3510.230469,3078.127197,3456.839111,3456.839111,2070592901
2018-01-07,3454.395508,3809.773926,3386.949707,3453.780273,3453.780273,1790515894
2018-01-08,3453.433594,3483.391846,2827.229492,3006.254883,3006.254883,1773979310
2018-01-09,2994.945068,3112.819580,2917.157715,2983.231934,2983.231934,1353117090
2018-01-10,2981.311035,3710.679688,2906.270020,3628.200439,3628.200439,3231506951
2018-01-11,3623.401367,3736.387939,3008.273926,3083.680420,3083.680420,2439222930
2018-01-12,3100.321777,3312.406006,3020.765381,3263.656738,3263.656738,1382445984
2018-01-13,3259.510010,3549.156250,3223.860107,3343.723145,3343.723145,1517363344
2018-01-14,3345.977051,3420.078857,3100.597900,3181.692139,3181.692139,1237763611
2018-01-15,3167.062988,3207.024170,2895.486328,2984.634033,2984.634033,1755280928
2018-01-16,2991.245850,2991.245850,1934.226318,2201.442383,2201.442383,2116916409
2018-01-17,2195.864502,2329.599365,1699.914063,2174.923828,2174.923828,1813707726
2018-01-18,2180.174316,2360.020996,2110.135010,2179.951172,2179.951172,1270756094
2018-01-19,2159.376953,2327.063232,2138.460693,2210.078369,2210.078369,928241148
2018-01-20,2228.362305,2653.225586,2223.604004,2537.914551,2537.914551,1394072136
2018-01-21,2539.887939,2539.887939,2163.499268,2218.135010,2218.135010,930355991
2018-01-22,2240.383301,2266.733398,1898.332153,2019.776978,2019.776978,848485175
2018-01-23,2021.296265,2116.923340,1877.138184,2012.880371,2012.880371,718750738
2018-01-24,2013.737061,2103.454590,1956.356567,2023.669922,2023.669922,602683561
2018-01-25,2050.719971,2102.178711,1979.162720,2032.780396,2032.780396,646423933
2018-01-26,2026.677368,2072.940186,1847.555664,1973.919800,1973.919800,731856687
2018-01-27,1972.196777,2050.112549,1929.466919,2004.354980,2004.354980,543651899
2018-01-28,2013.929810,2168.911865,2013.929810,2150.157715,2150.157715,714823827
2018-01-29,2149.061768,2171.606445,2021.699219,2043.916504,2043.916504,446753504
2018-01-30,2044.594727,2049.664551,1810.694092,1813.923462,1813.923462,801556641
2018-01-31,1814.157837,1869.627441,1734.046875,1828.874756,1828.874756,896927100
2018-02-01,1834.077637,1848.908691,1490.293335,1561.970825,1561.970825,831049075
2018-02-02,1559.703247,1566.702026,1206.942993,1479.515015,1479.515015,1113748819
2018-02-03,1483.353027,1632.653564,1332.562134,1580.572266,1580.572266,562796742
2018-02-04,1581.404541,1598.557861,1368.487915,1448.916992,1448.916992,815647052
2018-02-05,1442.091309,1461.535889,1044.312378,1111.751099,1111.751099,711736968
2018-02-06,1116.202148,1223.835815,957.696594,1218.156250,1218.156250,971775040
2018-02-07,1213.844971,1307.167603,1129.469971,1203.389404,1203.389404,1088148096
2018-02-08,1195.358521,1688.764038,1194.502075,1616.618774,1616.618774,2773368975
2018-02-09,1603.165405,1691.570923,1520.413330,1649.847046,1649.847046,1425589824
2018-02-10,1649.696167,1753.834229,1528.646240,1580.941650,1580.941650,923693605
2018-02-11,1578.778809,1642.415771,1506.201782,1532.765259,1532.765259,820177444
2018-02-12,1538.794922,1636.140991,1538.550415,1614.645264,1614.645264,586309459
2018-02-13,1616.305176,1622.993042,1515.482056,1550.323608,1550.323608,557047129
2018-02-14,1546.800171,1741.424316,1547.291870,1700.249268,1700.249268,786118321
2018-02-15,1695.731079,1752.848389,1661.660889,1716.873413,1716.873413,627012367
2018-02-16,1713.566406,1955.806641,1709.360718,1947.700439,1947.700439,1205875328
2018-02-17,1943.032715,1968.329468,1903.707275,1946.684204,1946.684204,805228971
2018-02-18,1947.575073,2059.628662,1792.469238,1867.654785,1867.654785,1139925369
2018-02-19,1862.481689,1953.605347,1862.036621,1928.131592,1928.131592,727279588
2018-02-20,1938.810181,1973.996704,1788.445557,1794.551514,1794.551514,1038415870
2018-02-21,1787.113892,1801.141602,1642.318848,1661.613281,1661.613281,730642024
2018-02-22,1656.787720,1714.121582,1516.682373,1550.459595,1550.459595,604015451
2018-02-23,1547.751465,1674.757446,1476.397217,1604.398438,1604.398438,621883549
2018-02-24,1599.158691,1653.223145,1451.333374,1506.622681,1506.622681,521785874
2018-02-25,1504.198486,1527.998413,1443.240112,1490.060791,1490.060791,458698682
2018-02-26,1489.403076,1616.649902,1451.857544,1585.710205,1585.710205,583510796
2018-02-27,1591.910522,1646.768555,1562.286499,1592.109497,1592.109497,537546715
2018-02-28,1587.767334,1628.762695,1544.937378,1544.937378,1544.937378,481511173
2018-03-01,1545.809692,1670.631836,1532.984497,1657.662598,1657.662598,618762144
2018-03-02,1648.719238,1671.683228,1617.669800,1642.176880,1642.176880,542805104
2018-03-03,1641.520142,1677.745850,1619.743286,1635.995361,1635.995361,478628899
2018-03-04,1632.750122,1662.578003,1577.683716,1661.237305,1661.237305,473705501
2018-03-05,1658.685791,1669.754883,1645.649414,1645.649414,1645.649414,454331249
2018-03-06,1640.665649,1641.171387,1521.534546,1561.580688,1561.580688,520227354
2018-03-07,1561.321533,1577.910278,1355.661865,1409.432495,1409.432495,587467852
2018-03-08,1412.632935,1437.559082,1303.279541,1341.454712,1341.454712,575830913
2018-03-09,1334.336182,1382.535645,1205.475220,1367.066040,1367.066040,654548435
2018-03-10,1372.357422,1393.048828,1273.756226,1288.797485,1288.797485,474514211
2018-03-11,1284.467041,1482.437988,1247.062378,1467.306396,1467.306396,658802187
2018-03-12,1465.730225,1476.198975,1311.979980,1350.158936,1350.158936,546544160
2018-03-13,1349.889160,1413.919922,1284.081543,1378.450928,1378.450928,593375274
2018-03-14,1388.128296,1387.544189,1196.551147,1230.034424,1230.034424,526771028
2018-03-15,1230.424438,1245.124634,1136.110229,1231.633667,1231.633667,489111943
2018-03-16,1231.588013,1379.412354,1181.914307,1279.134155,1279.134155,617985593
2018-03-17,1276.082397,1346.813232,1218.132080,1243.450684,1243.450684,538494907
2018-03-18,1241.482910,1241.482910,1114.931763,1228.273926,1228.273926,569637172
2018-03-19,1234.143555,1304.337280,1198.133179,1301.233765,1301.233765,556533146
2018-03-20,1305.806030,1401.652954,1253.064087,1384.693481,1384.693481,657964760
2018-03-21,1393.727661,1409.544434,1317.418823,1332.530396,1332.530396,501951826
2018-03-22,1332.285400,1374.014404,1280.991455,1307.794189,1307.794189,445123501
2018-03-23,1308.195068,1310.477295,1244.042847,1313.943359,1313.943359,391310040
2018-03-24,1325.143921,1328.121338,1266.090332,1266.090332,1266.090332,340372712
2018-03-25,1254.876953,1276.798096,1243.200928,1245.239624,1245.239624,305242603
2018-03-26,1246.552002,1255.809082,1139.708862,1179.946655,1179.946655,445879018
