Date,Open,High,Low,Close,Adj Close,Volume
2017-11-11,6650.789551,9320.162109,6047.103027,8900.454102,8900.454102,34127557867
2017-11-12,8943.746094,16451.347656,8071.329590,9221.891602,9221.891602,55584726393
2017-11-13,9175.146484,9965.451172,6931.777832,8988.462891,8988.462891,32200510538
2017-11-14,8940.266602,9222.096680,8042.781738,8449.872070,8449.872070,11265632956
2017-11-15,8425.056641,8797.414063,7890.907715,8026.088379,8026.088379,8750183388
2017-11-16,7958.365723,8022.628906,5809.298828,5969.712891,5969.712891,13484501355
2017-11-17,6025.263184,8068.573242,5726.107422,7853.211914,7853.211914,21221121293
2017-11-18,7932.375488,9195.534180,7932.375488,8310.633789,8310.633789,20229699259
2017-11-19,8353.163086,8362.371094,7578.957520,7764.245605,7764.245605,8518510901
2017-11-20,7766.762695,8194.746094,7740.817383,8194.746094,8194.746094,5304351337
2017-11-21,8093.771484,8116.114746,7568.598145,7799.191406,7799.191406,5121350217
2017-11-22,7786.535645,8829.340820,7763.607422,8613.054688,8613.054688,10029343321
2017-11-23,8605.916992,11077.786133,8590.849609,11077.786133,11077.786133,27053440847
2017-11-24,10867.586914,11729.238281,10405.531250,10879.835938,10879.835938,20650510208
2017-11-25,10784.073242,10932.899414,10135.775391,10370.068359,10370.068359,10295951570
2017-11-26,10370.859375,11606.474609,10317.796875,11455.008789,11455.008789,10513811284
2017-11-27,11370.994141,11496.529297,10610.771484,10703.607422,10703.607422,9179043971
2017-11-28,10694.372070,10758.152344,10180.006836,10211.591797,10211.591797,8419817472
2017-11-29,10181.541016,11060.049805,8804.246094,8986.458984,8986.458984,15499992092
2017-11-30,9122.937500,9707.115234,8085.168945,9185.056641,9185.056641,8008323887
2017-12-01,9132.382813,9806.000977,8596.169922,9673.727539,9673.727539,6383219010
2017-12-02,9669.626953,9936.224609,9361.625977,9490.527344,9490.527344,3799636893
2017-12-03,9493.040039,10907.975586,9395.421875,10316.909180,10316.909180,9766715126
2017-12-04,10318.430664,10454.956055,9918.750977,10436.845703,10436.845703,5166626023
2017-12-05,10458.289063,10733.470703,9912.265625,9937.741211,9937.741211,6834037600
2017-12-06,9915.507813,10124.791016,9233.643555,9458.109375,9458.109375,7636195044
2017-12-07,9462.143555,9626.239258,8759.650391,8807.163086,8807.163086,8504620027
2017-12-08,8795.451172,11457.875000,8258.800781,9692.394531,9692.394531,16907091566
2017-12-09,9695.704102,10104.615234,8962.682617,9334.457031,9334.457031,7014512133
2017-12-10,9346.239258,9346.239258,8117.387207,8758.590820,8758.590820,5864476837
2017-12-11,8738.267578,9618.469727,8717.415039,9419.216797,9419.216797,6106576060
2017-12-12,9445.687500,10847.118164,9445.687500,10693.114258,10693.114258,9178361144
2017-12-13,10706.090820,11265.811523,9914.415039,10637.981445,10637.981445,8239546855
2017-12-14,10591.793945,13752.341797,10542.033203,12994.416016,12994.416016,17959634748
2017-12-15,13050.725586,13050.725586,11087.278320,11997.814453,11997.814453,9630541307
2017-12-16,12060.068359,12491.029297,11694.271484,11908.264648,11908.264648,6418829885
2017-12-17,11977.326172,12820.609375,11939.789063,12311.401367,12311.401367,6744875298
2017-12-18,12353.234375,15569.328125,11895.601563,14530.772461,14530.772461,16793170491
2017-12-19,14546.782227,19275.154297,14294.485352,18528.693359,18528.693359,25841740056
2017-12-20,18655.085938,28647.349609,18655.085938,25802.423828,25802.423828,78199091528
2017-12-21,25709.884766,25709.884766,20000.130859,21508.759766,21508.759766,24123383584
2017-12-22,21882.888672,22182.759766,12739.483398,17730.736328,17730.736328,25496337645
2017-12-23,18061.195313,22879.093750,17652.691406,21415.300781,21415.300781,18694763776
2017-12-24,21438.117188,21438.117188,16920.367188,19088.015625,19088.015625,11257452000
2017-12-25,19260.476563,20265.316406,18080.869141,19317.763672,19317.763672,8861866720
2017-12-26,19272.324219,20365.691406,19110.154297,20341.156250,20341.156250,10105050733
2017-12-27,20337.427734,20337.427734,18167.003906,18943.693359,18943.693359,9220686515
2017-12-28,18937.923828,18991.289063,16208.348633,16765.804688,16765.804688,21042175651
2017-12-29,16900.761719,19014.076172,15540.705078,18087.187500,18087.187500,16131849721
2017-12-30,18162.662109,18162.662109,15156.230469,15565.736328,15565.736328,8183363888
2017-12-31,15465.214844,17098.230469,15290.000000,16480.523438,16480.523438,8463524958
2018-01-01,16492.300781,16492.560547,15546.934570,15826.834961,15826.834961,6004098170
2018-01-02,15839.586914,18610.605469,15839.586914,17597.101563,17597.101563,11886513618
2018-01-03,17529.269531,19240.705078,16854.232422,16959.093750,16959.093750,30482150088
2018-01-04,16960.263672,16968.910156,15336.629883,15775.512695,15775.512695,34906483498
2018-01-05,15584.403320,17174.089844,15363.557617,16766.814453,16766.814453,13725668314
2018-01-06,16761.818359,18357.613281,16097.823242,18078.390625,18078.390625,10828675085
2018-01-07,18065.611328,19924.150391,17712.886719,18079.882813,18079.882813,9373010458
2018-01-08,18078.068359,18228.578125,14781.129883,15732.290039,15732.290039,9283563092
2018-01-09,15673.103516,16324.219727,15313.259766,15608.038086,15608.038086,7079403612
2018-01-10,15597.987305,19264.085938,15222.463867,18835.894531,18835.894531,16776449184
2018-01-11,18810.978516,19363.554688,15617.090820,15996.129883,15996.129883,12653103708
2018-01-12,16082.455078,17109.419922,15676.026367,16933.429688,16933.429688,7172798561
2018-01-13,16911.916016,18414.740234,16726.947266,17348.853516,17348.853516,7872815096
2018-01-14,17360.546875,17745.023438,16087.401367,16496.234375,16496.234375,6417478020
2018-01-15,16420.386719,16643.601563,14986.167969,15453.910156,15453.910156,9088536188
2018-01-16,15488.144531,15488.144531,10019.668945,11411.244141,11411.244141,10973100876
2018-01-17,11382.331055,12074.577148,8755.441406,11245.206055,11245.206055,9377577399
